avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
30.75,62.25,70.59,1728.00,10.00,4.00,134.25,1.73,2.00,1.00,1.75,3.00,7.75,0.00,2.00,0.75,0.50,3.25,20.43,0.39,0.39,210.50,18.63,15.75,48.33,41.00,4.00,1.00,27.38,0.25,0.00,1.00,2.63,4.50,3.75,0.00,2.00,1.13,0.75,0.75,5.09,0.39,0.58,16.50,54.00,43.00,139.17,83.00,11.00,3.00,78.00,0.66,0.00,2.00,7.00,12.00,10.00,0.00,4.00,3.00,2.00,2.00,20.34,0.77,1.55,33.00,68.00,78.00,167.26,1770.00,14.00,6.00,189.00,1.90,2.00,2.00,7.00,12.00,14.00,0.00,4.00,3.00,2.00,4.00,30.59,0.77,1.55,227.00,14.00,35.00,28.09,1687.00,3.00,3.00,111.00,1.24,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,10.25,0.00,0.00,194.00,14.00,78.00,28.09,1687.00,14.00,3.00,111.00,1.90,2.00,2.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,4.00,20.44,0.77,0.00,227.00
21.33,64.33,46.66,746.95,12.00,3.33,117.33,2.59,2.00,3.00,0.33,0.00,5.33,0.00,1.00,3.00,0.00,4.00,22.62,1.39,0.00,93.00,11.78,34.89,28.17,701.36,6.00,1.11,48.44,0.92,0.00,2.00,0.44,0.00,1.56,0.00,0.67,4.00,0.00,3.33,8.61,0.93,0.00,67.33,30.00,81.00,69.91,1745.50,14.00,3.00,133.00,2.76,0.00,5.00,1.00,0.00,4.00,0.00,2.00,9.00,0.00,8.00,22.66,2.20,0.00,179.00,39.00,93.00,88.91,1799.00,17.00,5.00,190.00,3.98,2.00,5.00,1.00,0.00,7.00,0.00,2.00,9.00,0.00,9.00,32.37,2.20,0.00,194.00,9.00,12.00,19.00,53.50,3.00,2.00,57.00,1.22,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,9.71,0.00,0.00,15.00,9.00,12.00,19.00,53.50,3.00,2.00,57.00,1.22,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,9.71,0.00,0.00,15.00
44.25,49.50,102.04,1820.79,8.25,5.00,151.75,1.96,0.50,0.00,7.75,0.00,8.25,0.00,0.00,2.25,0.00,2.25,18.90,0.00,0.00,217.25,2.63,18.75,6.57,10.89,2.63,0.00,19.13,0.37,0.75,0.00,3.38,0.00,2.63,0.00,0.00,3.38,0.00,3.38,6.73,0.00,0.00,11.63,7.00,50.00,17.51,29.05,7.00,0.00,51.00,0.98,2.00,0.00,9.00,0.00,7.00,0.00,0.00,9.00,0.00,9.00,17.96,0.00,0.00,31.00,46.00,62.00,106.42,1828.05,10.00,5.00,190.00,2.20,2.00,0.00,10.00,0.00,10.00,0.00,0.00,9.00,0.00,9.00,32.37,0.00,0.00,225.00,39.00,12.00,88.91,1799.00,3.00,5.00,139.00,1.22,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,194.00,46.00,62.00,106.42,1828.05,10.00,5.00,139.00,2.20,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,225.00
51.33,58.00,125.77,1481.93,10.33,5.00,148.67,1.77,2.00,1.33,7.33,0.00,10.67,0.00,2.67,2.67,0.00,5.33,26.13,0.26,0.00,225.00,25.78,28.00,70.84,360.71,4.89,1.33,38.22,0.32,0.00,0.89,3.56,0.00,4.44,0.00,1.78,3.56,0.00,1.78,4.16,0.17,0.00,0.00,58.00,63.00,159.40,811.60,11.00,3.00,86.00,0.71,0.00,2.00,8.00,0.00,10.00,0.00,4.00,8.00,0.00,4.00,9.37,0.38,0.00,0.00,90.00,79.00,232.04,2023.00,14.00,7.00,206.00,2.01,2.00,2.00,10.00,0.00,14.00,0.00,4.00,8.00,0.00,8.00,32.37,0.38,0.00,225.00,32.00,16.00,72.64,1211.40,3.00,4.00,120.00,1.30,2.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,23.01,0.00,0.00,225.00,32.00,79.00,72.64,1211.40,14.00,4.00,120.00,2.01,2.00,2.00,10.00,0.00,14.00,0.00,4.00,0.00,0.00,4.00,23.01,0.38,0.00,225.00
39.60,64.40,95.49,818.05,10.80,4.20,131.60,2.28,2.00,2.40,2.00,3.60,10.00,0.00,1.20,0.00,2.00,3.20,23.29,0.09,0.00,112.80,25.28,28.32,63.59,648.76,6.24,1.76,52.48,0.93,0.00,1.92,3.20,4.32,3.20,0.00,0.96,0.00,2.40,1.44,11.35,0.15,0.00,80.64,57.00,61.00,142.93,1574.20,13.00,4.00,128.00,2.23,0.00,4.00,10.00,9.00,10.00,0.00,2.00,0.00,5.00,3.00,25.66,0.46,0.00,182.00,65.00,90.00,158.93,1629.00,16.00,6.00,194.00,3.44,2.00,4.00,10.00,9.00,16.00,0.00,2.00,0.00,5.00,5.00,34.76,0.46,0.00,194.00,8.00,29.00,16.00,54.80,3.00,2.00,66.00,1.21,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00,8.00,29.00,16.00,54.80,3.00,2.00,66.00,1.21,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00
18.80,69.40,42.78,458.17,12.80,3.00,105.20,2.61,2.00,2.60,0.20,0.00,4.80,0.00,2.20,1.80,0.00,4.00,16.14,0.00,0.00,91.00,15.28,22.56,38.45,484.05,3.92,1.20,47.04,1.00,0.00,1.68,0.32,0.00,1.44,0.00,1.12,2.88,0.00,2.40,8.44,0.00,0.00,94.80,49.00,74.00,122.91,1138.20,13.00,4.00,141.00,2.34,0.00,4.00,1.00,0.00,3.00,0.00,5.00,9.00,0.00,7.00,27.79,0.00,0.00,213.00,57.00,87.00,138.91,1193.00,16.00,6.00,207.00,3.44,2.00,4.00,1.00,0.00,6.00,0.00,5.00,9.00,0.00,9.00,36.90,0.00,0.00,225.00,8.00,13.00,16.00,54.80,3.00,2.00,66.00,1.10,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00,8.00,87.00,16.00,54.80,16.00,2.00,66.00,3.44,2.00,4.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00
42.67,42.00,97.81,1841.33,6.67,5.00,159.67,1.84,1.33,0.00,5.33,0.00,6.67,0.67,0.00,1.33,0.00,2.00,27.17,0.00,0.00,225.00,3.11,22.67,6.79,527.56,3.11,0.00,23.56,0.59,0.44,0.00,3.56,0.00,3.11,0.44,0.00,0.89,0.00,1.33,18.04,0.00,0.00,0.00,7.00,51.00,15.29,1187.00,7.00,0.00,53.00,1.33,1.00,0.00,8.00,0.00,7.00,1.00,0.00,2.00,0.00,3.00,40.59,0.00,0.00,0.00,45.00,59.00,102.91,2237.00,9.00,5.00,195.00,2.28,2.00,0.00,8.00,0.00,9.00,1.00,0.00,2.00,0.00,3.00,54.23,0.00,0.00,225.00,38.00,8.00,87.62,1050.00,2.00,5.00,142.00,0.95,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,13.64,0.00,0.00,225.00,45.00,59.00,102.91,2237.00,9.00,5.00,142.00,2.28,1.00,0.00,8.00,0.00,9.00,1.00,0.00,2.00,0.00,3.00,13.64,0.00,0.00,225.00
37.00,59.00,86.54,1132.05,9.33,4.33,144.00,1.50,2.00,0.33,3.33,4.00,9.67,0.00,1.67,0.00,0.67,2.33,20.34,0.00,0.00,204.33,20.67,16.00,53.81,425.30,4.22,1.11,30.00,0.17,0.00,0.44,4.44,5.33,4.44,0.00,2.22,0.00,0.89,1.78,6.83,0.00,0.00,13.78,55.00,38.00,140.28,1077.32,10.00,3.00,68.00,0.41,0.00,1.00,10.00,12.00,11.00,0.00,5.00,0.00,2.00,5.00,16.63,0.00,0.00,31.00,68.00,73.00,167.26,1770.00,13.00,6.00,189.00,1.65,2.00,1.00,10.00,12.00,14.00,0.00,5.00,0.00,2.00,5.00,30.59,0.00,0.00,225.00,13.00,35.00,26.98,692.68,3.00,3.00,121.00,1.24,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,13.96,0.00,0.00,194.00,13.00,35.00,26.98,692.68,3.00,3.00,121.00,1.24,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,13.96,0.00,0.00,194.00
52.00,39.50,124.87,797.11,7.00,5.50,179.50,1.29,2.00,0.00,5.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,41.54,0.00,0.00,211.50,4.00,30.50,12.46,202.89,5.00,0.50,35.50,0.40,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,22.05,0.00,0.00,17.50,8.00,61.00,24.92,405.78,10.00,1.00,71.00,0.80,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,44.10,0.00,0.00,35.00,56.00,70.00,137.33,1000.00,12.00,6.00,215.00,1.69,2.00,0.00,10.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,63.59,0.00,0.00,229.00,48.00,9.00,112.41,594.22,2.00,5.00,144.00,0.89,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,19.50,0.00,0.00,194.00,48.00,9.00,112.41,594.22,2.00,5.00,144.00,0.89,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,19.50,0.00,0.00,194.00
50.60,49.00,122.87,1861.55,7.20,5.00,158.80,1.60,2.00,0.60,2.00,6.00,10.60,0.00,1.80,0.00,2.40,4.20,24.72,0.90,0.00,183.00,18.48,21.60,47.56,784.58,5.04,1.20,39.84,0.45,0.00,0.72,3.20,4.80,2.64,0.00,2.16,0.00,1.92,0.32,7.82,1.44,0.00,17.60,60.00,46.00,150.49,3393.25,11.00,4.00,116.00,1.33,0.00,2.00,10.00,10.00,9.00,0.00,5.00,0.00,4.00,1.00,25.60,4.50,0.00,55.00,66.00,77.00,162.50,3823.00,14.00,6.00,192.00,2.55,2.00,2.00,10.00,10.00,13.00,0.00,5.00,0.00,4.00,5.00,31.24,4.50,0.00,194.00,6.00,31.00,12.01,429.75,3.00,2.00,76.00,1.22,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,5.64,0.00,0.00,139.00,66.00,31.00,162.50,1685.00,3.00,6.00,192.00,1.22,2.00,0.00,0.00,10.00,12.00,0.00,0.00,0.00,4.00,4.00,31.24,0.00,0.00,194.00
36.40,56.00,82.62,1397.96,7.60,4.60,153.80,1.52,2.00,0.40,5.20,0.00,7.60,0.00,2.00,4.80,0.00,6.80,21.46,0.00,0.00,142.00,4.32,14.40,10.32,876.04,4.32,0.48,25.44,0.23,0.00,0.48,3.84,0.00,4.32,0.00,2.40,3.84,0.00,1.44,2.08,0.00,0.00,62.40,9.00,30.00,21.50,1825.09,9.00,1.00,53.00,0.48,0.00,1.00,8.00,0.00,9.00,0.00,5.00,8.00,0.00,3.00,4.34,0.00,0.00,130.00,40.00,74.00,91.22,2128.00,13.00,5.00,175.00,1.81,2.00,1.00,10.00,0.00,13.00,0.00,5.00,8.00,0.00,8.00,23.20,0.00,0.00,194.00,31.00,44.00,69.72,302.91,4.00,4.00,122.00,1.33,2.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,5.00,18.86,0.00,0.00,64.00,40.00,44.00,91.22,2128.00,4.00,5.00,175.00,1.33,2.00,0.00,2.00,0.00,4.00,0.00,0.00,8.00,0.00,8.00,23.20,0.00,0.00,194.00
37.20,60.00,84.70,1712.80,8.40,4.60,152.60,1.67,2.00,1.20,5.20,0.00,8.40,0.00,1.20,4.80,0.00,6.00,22.79,0.00,0.00,182.80,3.36,19.20,7.83,498.24,5.28,0.48,26.88,0.41,0.00,1.44,3.84,0.00,5.28,0.00,1.44,3.84,0.00,2.40,0.49,0.00,0.00,13.44,7.00,40.00,16.30,1038.00,11.00,1.00,56.00,0.85,0.00,3.00,8.00,0.00,11.00,0.00,3.00,8.00,0.00,5.00,1.02,0.00,0.00,28.00,40.00,84.00,91.22,2128.00,15.00,5.00,175.00,2.18,2.00,3.00,10.00,0.00,15.00,0.00,3.00,8.00,0.00,8.00,23.20,0.00,0.00,194.00,33.00,44.00,74.92,1090.00,4.00,4.00,119.00,1.33,2.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,22.18,0.00,0.00,166.00,40.00,44.00,91.22,2128.00,4.00,5.00,175.00,1.33,2.00,0.00,2.00,0.00,4.00,0.00,0.00,8.00,0.00,8.00,23.20,0.00,0.00,194.00
21.83,77.17,50.24,499.03,13.67,3.00,95.83,2.86,2.00,3.17,1.67,1.67,8.50,0.00,1.83,0.00,0.67,2.50,14.97,0.00,0.00,68.00,18.44,15.39,45.65,592.31,3.56,1.33,39.78,0.77,0.00,1.11,2.78,2.78,3.33,0.00,0.61,0.00,1.11,0.67,7.82,0.00,0.00,74.67,58.00,56.00,146.50,1630.20,13.00,4.00,126.00,2.22,0.00,4.00,10.00,10.00,9.00,0.00,3.00,0.00,4.00,2.00,22.14,0.00,0.00,182.00,66.00,87.00,162.50,1685.00,16.00,6.00,192.00,3.44,2.00,4.00,10.00,10.00,15.00,0.00,3.00,0.00,4.00,4.00,31.24,0.00,0.00,194.00,8.00,31.00,16.00,54.80,3.00,2.00,66.00,1.22,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00,8.00,87.00,16.00,54.80,16.00,2.00,66.00,3.44,2.00,4.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00
54.00,66.00,130.86,1435.87,11.00,5.00,131.50,2.07,1.25,0.25,9.50,7.00,18.00,0.75,1.25,0.50,0.00,2.50,14.99,0.00,0.00,184.75,24.00,4.00,64.23,605.53,1.00,1.00,4.75,0.21,0.38,0.38,0.50,7.00,6.00,0.38,1.88,0.50,0.00,1.25,1.96,0.00,0.00,60.38,49.00,11.00,131.54,1738.49,3.00,2.00,14.00,0.47,1.00,1.00,1.00,14.00,13.00,1.00,5.00,1.00,0.00,4.00,7.79,0.00,0.00,161.00,78.00,74.00,195.08,2041.40,13.00,6.00,136.00,2.28,2.00,1.00,10.00,14.00,24.00,1.00,5.00,1.00,0.00,5.00,18.86,0.00,0.00,225.00,29.00,63.00,63.55,302.91,10.00,4.00,122.00,1.81,1.00,0.00,9.00,0.00,11.00,0.00,0.00,0.00,0.00,1.00,11.07,0.00,0.00,64.00,78.00,63.00,195.08,2041.40,10.00,6.00,136.00,2.28,1.00,0.00,9.00,14.00,24.00,1.00,0.00,1.00,0.00,2.00,15.02,0.00,0.00,225.00
30.33,56.33,71.18,1197.67,2.33,4.00,158.00,1.28,2.00,0.00,0.00,3.67,5.67,0.00,0.00,0.00,1.00,1.00,25.50,0.00,0.00,194.00,24.44,15.56,62.50,366.22,0.44,1.33,22.67,0.04,0.00,0.00,0.00,4.89,4.89,0.00,0.00,0.00,1.33,1.33,3.49,0.00,0.00,0.00,55.00,35.00,140.63,824.00,1.00,3.00,51.00,0.08,0.00,0.00,0.00,11.00,11.00,0.00,0.00,0.00,3.00,3.00,7.84,0.00,0.00,0.00,67.00,68.00,164.93,1747.00,3.00,6.00,192.00,1.31,2.00,0.00,0.00,11.00,13.00,0.00,0.00,0.00,3.00,3.00,30.73,0.00,0.00,194.00,12.00,33.00,24.31,923.00,2.00,3.00,141.00,1.23,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,22.89,0.00,0.00,194.00,12.00,68.00,24.31,923.00,2.00,3.00,141.00,1.31,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,22.89,0.00,0.00,194.00
56.00,9.00,137.33,1000.00,2.00,6.00,215.00,0.89,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,63.59,0.00,0.00,229.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,9.00,137.33,1000.00,2.00,6.00,215.00,0.89,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,63.59,0.00,0.00,229.00,56.00,9.00,137.33,1000.00,2.00,6.00,215.00,0.89,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,63.59,0.00,0.00,229.00,56.00,9.00,137.33,1000.00,2.00,6.00,215.00,0.89,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,63.59,0.00,0.00,229.00
12.67,72.33,26.62,683.53,12.00,2.67,97.33,2.81,2.00,2.67,0.67,0.00,5.33,0.00,1.33,2.67,0.00,4.00,11.63,0.00,0.00,72.67,6.22,19.56,14.16,838.31,5.33,0.89,41.78,0.84,0.00,1.78,0.89,0.00,0.89,0.00,0.89,3.56,0.00,2.67,3.37,0.00,0.00,80.89,14.00,44.00,31.87,1886.20,12.00,2.00,94.00,1.90,0.00,4.00,2.00,0.00,2.00,0.00,2.00,8.00,0.00,6.00,7.59,0.00,0.00,182.00,22.00,87.00,47.87,1941.00,16.00,4.00,160.00,3.44,2.00,4.00,2.00,0.00,6.00,0.00,2.00,8.00,0.00,8.00,16.69,0.00,0.00,194.00,8.00,43.00,16.00,54.80,4.00,2.00,66.00,1.54,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00,8.00,87.00,16.00,54.80,16.00,2.00,66.00,3.44,2.00,4.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00
55.33,56.56,133.78,1178.21,9.78,5.44,165.67,1.65,2.00,1.67,6.11,1.56,11.33,0.00,1.67,3.89,0.00,5.56,32.30,0.00,0.00,178.44,4.82,31.61,13.35,304.92,5.80,0.49,29.63,0.44,0.00,1.48,4.32,2.77,5.56,0.00,1.48,4.32,0.00,2.84,3.07,0.00,0.00,13.83,21.00,72.00,56.73,1602.22,12.00,1.00,68.00,0.95,0.00,3.00,9.00,14.00,15.00,0.00,3.00,9.00,0.00,6.00,14.70,0.00,0.00,28.00,72.00,85.00,178.49,2506.00,15.00,6.00,207.00,2.05,2.00,3.00,10.00,14.00,18.00,0.00,3.00,9.00,0.00,9.00,36.90,0.00,0.00,194.00,51.00,13.00,121.76,903.78,3.00,5.00,139.00,1.10,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,22.20,0.00,0.00,166.00,51.00,85.00,121.76,903.78,15.00,5.00,139.00,2.05,2.00,3.00,10.00,0.00,15.00,0.00,3.00,0.00,0.00,3.00,31.56,0.00,0.00,166.00
22.40,69.80,50.87,343.90,12.80,3.20,106.40,2.65,2.00,2.80,2.00,0.00,6.80,0.00,2.00,0.00,0.00,2.00,22.97,0.00,0.00,80.40,17.28,24.72,41.84,346.92,4.32,1.44,48.48,0.95,0.00,1.44,3.20,0.00,2.88,0.00,0.80,0.00,0.00,0.80,16.63,0.00,0.00,82.08,42.00,79.00,102.71,995.20,14.00,3.00,129.00,2.49,0.00,4.00,10.00,0.00,12.00,0.00,4.00,0.00,0.00,4.00,45.13,0.00,0.00,213.00,50.00,87.00,118.71,1050.00,16.00,5.00,195.00,3.44,2.00,4.00,10.00,0.00,14.00,0.00,4.00,0.00,0.00,4.00,54.23,0.00,0.00,225.00,8.00,8.00,16.00,54.80,2.00,2.00,66.00,0.95,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,9.11,0.00,0.00,12.00,8.00,87.00,16.00,54.80,16.00,2.00,66.00,3.44,2.00,4.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00
33.00,84.00,75.39,446.72,15.00,4.00,122.00,2.27,2.00,3.00,5.00,0.00,10.00,0.00,3.00,0.00,0.00,3.00,29.54,1.10,0.00,105.50,17.00,4.00,43.32,58.36,1.00,1.00,17.00,0.31,0.00,1.00,5.00,0.00,4.00,0.00,1.00,0.00,0.00,1.00,3.75,1.10,0.00,35.50,34.00,8.00,86.65,116.72,2.00,2.00,34.00,0.62,0.00,2.00,10.00,0.00,8.00,0.00,2.00,0.00,0.00,2.00,7.50,2.20,0.00,71.00,50.00,88.00,118.71,505.08,16.00,5.00,139.00,2.58,2.00,4.00,10.00,0.00,14.00,0.00,4.00,0.00,0.00,4.00,33.29,2.20,0.00,141.00,16.00,80.00,32.07,388.36,14.00,3.00,105.00,1.96,2.00,2.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,25.79,0.00,0.00,70.00,16.00,80.00,32.07,388.36,14.00,3.00,105.00,1.96,2.00,2.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,25.79,0.00,0.00,70.00
44.00,78.00,104.25,1502.25,13.50,4.50,124.50,2.19,2.00,2.25,9.25,3.50,17.00,0.00,2.25,0.75,0.00,3.00,20.18,0.00,0.00,180.75,16.50,9.00,43.99,618.38,2.25,0.75,8.25,0.01,0.00,1.13,1.13,5.25,3.00,0.00,1.13,1.13,0.00,0.00,2.99,0.00,0.00,22.13,44.00,24.00,117.30,1649.00,6.00,2.00,22.00,0.02,0.00,3.00,3.00,14.00,8.00,0.00,3.00,3.00,0.00,0.00,7.97,0.00,0.00,59.00,77.00,84.00,192.22,2739.00,15.00,6.00,141.00,2.20,2.00,3.00,10.00,14.00,23.00,0.00,3.00,3.00,0.00,3.00,22.18,0.00,0.00,225.00,33.00,60.00,74.92,1090.00,9.00,4.00,119.00,2.18,2.00,0.00,7.00,0.00,15.00,0.00,0.00,0.00,0.00,3.00,14.21,0.00,0.00,166.00,33.00,84.00,74.92,1090.00,15.00,4.00,119.00,2.18,2.00,3.00,10.00,0.00,15.00,0.00,3.00,0.00,0.00,3.00,22.18,0.00,0.00,166.00
27.67,53.33,62.41,1064.96,9.67,4.00,145.33,1.52,2.00,1.00,3.33,0.00,6.33,0.00,3.00,0.00,0.00,3.00,31.24,0.13,0.00,225.00,9.78,30.22,23.62,97.63,5.11,0.67,33.11,0.38,0.00,0.67,4.44,0.00,5.11,0.00,2.00,0.00,0.00,2.00,15.33,0.17,0.00,0.00,25.00,71.00,60.64,277.93,12.00,2.00,75.00,1.06,0.00,2.00,10.00,0.00,12.00,0.00,5.00,0.00,0.00,5.00,37.75,0.38,0.00,0.00,38.00,79.00,87.62,1211.40,14.00,5.00,195.00,2.01,2.00,2.00,10.00,0.00,14.00,0.00,5.00,0.00,0.00,5.00,54.23,0.38,0.00,225.00,13.00,8.00,26.98,933.47,2.00,3.00,120.00,0.95,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,16.48,0.00,0.00,225.00,13.00,8.00,26.98,933.47,2.00,3.00,120.00,0.95,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,16.48,0.00,0.00,225.00
44.60,51.00,108.15,2013.29,7.20,4.60,152.80,1.58,2.00,0.60,0.00,7.20,9.80,0.00,1.80,0.00,1.20,3.00,22.78,0.90,0.00,200.20,28.08,19.20,70.93,723.88,5.04,1.68,43.44,0.40,0.00,0.72,0.00,5.76,5.04,0.00,2.16,0.00,0.96,1.20,9.37,1.44,0.00,9.92,62.00,42.00,155.25,2889.53,11.00,4.00,113.00,1.31,0.00,2.00,0.00,12.00,11.00,0.00,5.00,0.00,2.00,3.00,24.95,4.50,0.00,31.00,68.00,77.00,167.26,3823.00,14.00,6.00,189.00,2.55,2.00,2.00,0.00,12.00,14.00,0.00,5.00,0.00,2.00,5.00,30.59,4.50,0.00,225.00,6.00,35.00,12.01,933.47,3.00,2.00,76.00,1.24,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,5.64,0.00,0.00,194.00,68.00,35.00,167.26,1770.00,3.00,6.00,189.00,1.24,2.00,0.00,0.00,12.00,14.00,0.00,0.00,0.00,2.00,2.00,30.59,0.00,0.00,194.00
38.67,48.67,90.36,1116.98,5.33,4.67,164.33,1.45,1.67,0.00,3.67,0.00,5.33,0.33,0.00,3.00,0.00,3.33,25.37,0.00,0.00,204.33,17.78,23.78,44.04,129.32,3.78,1.11,28.44,0.32,0.44,0.00,4.22,0.00,3.78,0.44,0.00,4.00,0.00,3.78,7.68,0.00,0.00,13.78,45.00,55.00,114.60,311.93,9.00,3.00,66.00,0.83,1.00,0.00,10.00,0.00,9.00,1.00,0.00,9.00,0.00,9.00,20.57,0.00,0.00,31.00,57.00,68.00,138.91,1234.93,11.00,6.00,207.00,1.93,2.00,0.00,10.00,0.00,11.00,1.00,0.00,9.00,0.00,9.00,36.90,0.00,0.00,225.00,12.00,13.00,24.31,923.00,2.00,3.00,141.00,1.10,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,16.33,0.00,0.00,194.00,12.00,13.00,24.31,923.00,2.00,3.00,141.00,1.10,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,16.33,0.00,0.00,194.00
